stage,B365H,B365D,B365A,Home/Away win,competence_difference
1,0.4102653360651063,3.6,0.4024186145891263,-1,0.0
1,-0.5284722067648433,3.25,-0.5784884773904005,-1,0.0
1,-0.2917005247121517,3.3,-0.366569927021083,-1,0.0
1,-0.6603717223734875,3.25,-0.710454977644421,-1,0.0
1,-0.08212204579196762,3.25,-0.1451418222830083,-1,0.0
1,-0.2917005247121517,3.2,-0.3436708533476636,-1,0.0
1,0.16852767254891032,3.3,0.16455681442137676,1,0.0
1,1.4931329142431224,6.5,1.5807703685860828,1,0.0
1,1.3648141836882004,6.0,1.4044952803081445,1,0.0
1,-0.5284722067648433,3.25,-0.5784884773904005,1,0.0
2,0.34254713409532445,3.6,0.3572655981289895,-1,1.5
2,-1.2519403215049272,4.0,-1.2872766384996162,-1,0.0
2,0.09406356732178653,3.3,0.08211629214043373,1,0.0
2,-0.7046578198785972,3.5,-0.7857464671803934,-1,-1.5
2,-1.5956508201160353,5.0,-1.6615486172179355,1,-1.5
2,1.1886285705744462,5.5,1.1772371658847027,1,-1.5
3,-0.2770333211907892,3.25,-0.3214169105609464,1,0.0
3,-0.11308922074715748,3.2,-0.1451418222830083,0,0.0
3,0.9694211704756323,4.5,1.1085014212499207,1,0.0
3,-1.2519403215049272,4.0,-1.2872766384996162,-1,0.0
3,0.018810294861486637,3.25,0.013380547505651418,1,1.0
3,1.4931329142431224,7.0,1.4975394883333952,1,2.0
3,-1.2519403215049272,3.8,-1.2297994605859197,-1,0.0
3,-0.5971730619430572,3.3,-0.6417192330096388,1,0.0
3,-0.4917417817607435,3.25,-0.5313125078993698,-1,0.0
3,0.7422784096015709,4.2,0.7514500203966054,-1,1.0
4,1.6464310769842687,8.0,1.5807703685860828,1,0.75
4,-0.1602412442702298,3.25,-0.16289454077228654,1,-0.5
4,-1.3206411766831412,4.0,-1.2872766384996162,-1,-0.75
4,0.018810294861486637,3.3,-0.03092804051826585,0,0.0
4,-0.04989056031672757,3.3,-0.06191094203032079,0,-1.5
4,0.900720315297418,4.75,0.85693484343601,1,1.25
4,-0.04989056031672757,3.3,-0.06191094203032079,1,-0.75
4,-1.2519403215049272,3.8,-1.2297994605859197,-1,-1.5
4,0.34254713409532445,3.6,0.3572655981289895,1,-0.75
4,0.34254713409532445,3.6,0.3572655981289895,1,0.0
5,-0.2770333211907892,3.2,-0.3214169105609464,-1,0.0
5,0.3212063281958482,3.5,0.30937440656387555,1,0.4
5,-0.4917417817607435,3.4,-0.5784884773904005,-1,0.6
5,-0.11308922074715748,3.25,-0.1451418222830083,1,-0.8
5,-1.5477839375572027,4.5,-1.5095819923304663,-1,-1.0
5,0.2411822753532336,3.5,0.20388958352447092,1,-0.6
5,1.3648141836882004,6.5,1.2990104572687398,1,0.0
5,-0.40436448219724597,3.25,-0.46544414473170087,1,0.0
5,-0.5971730619430572,3.25,-0.6094713789024554,-1,-0.4
5,-0.2770333211907892,3.2,-0.3214169105609464,1,0.0
6,0.8175316820618708,4.2,0.9499790514612609,1,1.5
6,-1.2519403215049272,4.0,-1.2872766384996162,-1,-0.3333333333333333
6,1.1886285705744462,5.5,1.1772371658847027,1,0.5
6,0.018810294861486637,3.25,0.013380547505651418,0,-0.6666666666666666
6,-0.1716020410084754,3.25,-0.23818603030825894,-1,0.0
6,-0.40436448219724597,3.25,-0.46544414473170087,1,-0.5
6,0.27024918043554064,3.3,0.30937440656387555,1,0.3333333333333333
6,0.5378911646439555,4.0,0.48564949484181363,1,0.0
6,-0.2260761734304816,3.25,-0.2870652929551127,1,-0.8333333333333334
6,0.6413460689481163,4.0,0.6296767290125681,1,0.5
7,1.6464310769842687,7.5,1.656061858122055,1,1.1428571428571428
7,0.9694211704756323,5.0,0.9499790514612609,1,0.42857142857142855
7,-1.6407809174354095,5.0,-1.6615486172179355,1,-1.7142857142857142
7,-1.4968267897968952,4.5,-1.5095819923304663,-1,-1.0
7,-0.8243158228171189,3.4,-0.8602483887077432,-1,-1.2857142857142858
7,-1.2519403215049272,4.0,-1.2872766384996162,-1,-0.42857142857142855
7,-0.4917417817607435,3.25,-0.5313125078993698,1,-1.1428571428571428
