stage,B365H,B365D,B365A,Home/Away win,competence_difference
12,2.1,3.2,3.75,1,-0.16666666666666666
12,1.2,6.5,15.0,1,1.0
12,2.63,3.25,2.75,0,-0.25
12,1.91,3.4,4.2,-1,0.4166666666666667
12,2.3,3.25,3.2,0,-0.6666666666666666
12,5.5,3.6,1.67,-1,-0.9166666666666666
12,1.62,3.75,6.0,0,-0.08333333333333333
12,4.75,3.6,1.75,0,-0.4166666666666667
12,1.62,3.75,6.0,1,-0.08333333333333333
13,4.5,3.6,1.8,0,-0.6153846153846154
13,1.57,3.8,6.5,1,0.07692307692307693
13,1.91,3.4,4.2,0,0.3076923076923077
13,1.4,4.5,8.5,0,0.6923076923076923
13,2.4,3.1,3.2,-1,-0.5384615384615384
13,3.75,3.25,2.1,1,-0.23076923076923078
13,2.5,3.25,2.88,1,-0.38461538461538464
13,1.91,3.6,4.0,0,-0.46153846153846156
13,3.4,3.3,2.2,-1,-0.6153846153846154
13,1.22,5.75,15.0,-1,0.9230769230769231
14,2.2,3.2,3.5,-1,0.0
14,1.22,6.0,15.0,1,0.7857142857142857
14,2.1,3.3,3.6,1,0.07142857142857142
14,5.0,3.6,1.73,1,-1.0714285714285714
14,1.57,3.8,6.5,1,0.5
14,1.62,4.0,5.5,-1,0.5
14,2.5,3.3,2.88,1,0.42857142857142855
14,3.2,3.1,2.4,-1,-0.5714285714285714
14,2.3,3.25,3.25,1,-0.14285714285714285
14,2.6,3.2,2.8,0,0.2857142857142857
15,1.57,3.8,6.5,-1,0.0
15,3.4,3.3,2.2,-1,-0.6
15,2.0,3.3,4.0,0,-0.13333333333333333
15,2.0,3.5,3.75,1,-0.3333333333333333
15,3.4,3.25,2.2,0,-0.4
15,1.57,4.2,5.5,0,0.26666666666666666
15,1.25,5.5,13.0,1,0.6666666666666666
15,2.6,3.2,2.8,1,-0.7333333333333333
15,2.0,3.4,3.8,1,0.2
15,5.0,3.6,1.73,0,-0.6666666666666666
16,3.5,3.4,2.1,0,-0.5
16,1.53,4.0,6.5,1,0.1875
16,1.36,4.75,9.0,0,0.8125
16,2.75,3.2,2.63,0,-0.375
16,1.29,5.25,12.0,1,0.875
16,1.73,3.6,5.0,1,0.375
16,2.25,3.3,3.25,1,0.0
16,1.83,3.5,4.5,1,0.5
16,1.62,3.75,6.0,1,0.125
17,2.2,3.25,3.4,0,-0.47058823529411764
17,4.5,3.6,1.8,-1,-1.0
17,1.62,4.0,5.5,-1,0.11764705882352941
17,2.1,3.3,3.6,1,-0.29411764705882354
17,1.4,4.5,9.0,0,0.11764705882352941
17,3.8,3.4,2.0,1,-0.17647058823529413
17,2.0,3.3,4.0,1,0.11764705882352941
17,2.8,3.25,2.6,0,-0.23529411764705882
17,2.4,3.25,3.0,1,-0.35294117647058826
17,2.0,3.4,3.8,1,0.11764705882352941
18,2.2,3.2,3.5,1,-0.1111111111111111
18,1.8,3.6,4.5,0,0.5
18,1.73,3.6,5.0,-1,0.7777777777777778
19,2.1,3.25,3.75,1,0.15789473684210525
19,2.3,3.2,3.2,-1,0.05263157894736842
19,2.1,3.3,3.6,-1,0.0
19,3.25,3.25,2.25,-1,-0.3684210526315789
19,3.2,3.3,2.3,-1,-0.21052631578947367
19,1.29,5.5,11.0,1,0.5263157894736842
19,1.91,3.4,4.2,-1,0.15789473684210525
19,2.63,3.2,2.75,1,0.05263157894736842
20,1.44,4.2,8.0,1,0.6
20,1.83,3.5,4.5,-1,0.05
20,3.4,3.2,2.25,0,-0.3
20,1.53,4.0,6.5,1,0.25
20,1.62,3.75,6.0,-1,-0.05
20,6.5,4.33,1.5,0,-1.05
20,1.83,3.4,4.75,-1,0.4
20,1.29,5.5,11.0,1,0.25
20,6.5,4.2,1.5,0,-0.95
20,1.33,5.0,10.0,-1,0.45
21,1.7,3.75,5.0,1,-0.19047619047619047
21,1.83,3.5,4.5,1,0.09523809523809523
21,1.4,4.5,8.5,1,0.6666666666666666
21,2.0,3.4,3.8,1,-0.09523809523809523
21,1.29,5.5,10.0,1,0.3333333333333333
21,5.5,3.6,1.67,-1,-0.9047619047619048
21,6.0,4.2,1.53,-1,-0.8571428571428571
21,2.63,3.2,2.75,1,0.047619047619047616
21,1.25,5.5,13.0,0,0.6666666666666666
21,2.5,3.2,2.9,-1,-0.23809523809523808
22,2.3,3.25,3.25,-1,0.5
22,1.25,5.75,12.0,1,0.7727272727272727
22,2.2,3.25,3.4,1,-0.18181818181818182
22,1.73,3.6,5.0,0,0.4090909090909091
22,8.0,4.2,1.44,1,-0.8636363636363636
22,1.91,3.6,4.0,0,0.045454545454545456
22,2.63,3.25,2.75,1,-0.5909090909090909
22,1.83,3.6,4.33,1,0.36363636363636365
22,3.4,3.25,2.2,1,-0.13636363636363635
22,2.2,3.25,3.4,-1,-0.2727272727272727
19,3.8,3.75,1.91,1,0.0
23,1.29,5.5,11.0,1,0.43478260869565216
23,2.5,3.25,2.88,0,-0.043478260869565216
23,6.0,4.0,1.57,-1,-1.0
23,1.33,5.0,10.0,1,0.8695652173913043
23,1.8,3.6,4.5,1,-0.34782608695652173
23,2.1,3.25,3.75,1,-0.13043478260869565
23,2.2,3.25,3.4,0,0.08695652173913043
23,2.2,3.2,3.5,0,0.08695652173913043
23,2.88,3.3,2.5,0,-0.4782608695652174
23,2.4,3.2,3.1,0,-0.043478260869565216
24,1.2,6.5,15.0,1,1.0
24,2.5,3.25,2.88,-1,-0.125
24,1.2,6.5,15.0,1,1.0
24,3.5,3.4,2.1,1,-0.8333333333333334
24,1.5,4.0,7.5,0,0.2916666666666667
24,3.5,3.4,2.1,0,-0.20833333333333334
24,3.4,3.2,2.25,-1,-0.2916666666666667
24,2.2,3.2,3.5,1,-0.2916666666666667
24,2.25,3.3,3.25,1,0.08333333333333333
24,6.0,3.75,1.62,-1,-0.4583333333333333
16,8.0,5.0,1.36,-1,-0.75
18,3.2,3.25,2.3,-1,-0.2222222222222222
18,1.53,3.8,7.0,1,0.3333333333333333
25,1.73,3.6,5.0,0,0.16
25,1.33,5.0,9.5,1,0.92
25,1.4,4.5,8.5,1,0.84
25,5.5,3.6,1.67,-1,-0.28
25,4.5,3.5,1.83,0,-0.84
25,1.83,3.5,4.5,1,0.32
25,2.38,3.3,3.0,-1,0.4
25,1.62,3.75,6.0,1,0.08
25,3.25,3.4,2.2,-1,-0.28
25,2.1,3.3,3.6,1,-0.28
26,1.57,4.0,6.0,1,0.3076923076923077
26,1.91,3.4,4.2,0,-0.038461538461538464
26,1.44,4.5,7.0,1,-0.11538461538461539
26,5.0,4.0,1.67,0,-0.7307692307692307
26,1.4,4.5,8.5,1,0.7307692307692307
26,8.5,4.5,1.4,1,-1.2307692307692308
26,2.5,3.25,2.9,1,-0.3076923076923077
26,2.1,3.2,3.75,1,-0.2692307692307692
26,1.62,4.0,5.5,-1,0.46153846153846156
26,2.0,3.5,3.75,-1,-0.038461538461538464
27,2.5,3.2,2.9,1,-0.18518518518518517
27,1.91,3.6,4.0,0,0.1111111111111111
27,2.1,3.4,3.5,0,-0.1111111111111111
27,2.75,3.25,2.6,-1,-0.25925925925925924
27,1.36,4.75,9.0,0,0.4444444444444444
27,3.25,3.4,2.2,0,0.07407407407407407
27,1.73,3.6,5.0,1,0.18518518518518517
27,1.22,6.0,15.0,1,1.037037037037037
27,2.75,3.25,2.6,1,0.07407407407407407
27,5.0,3.6,1.73,0,-0.6296296296296297
18,2.6,3.2,2.8,-1,-0.2222222222222222
18,1.85,3.4,4.5,0,0.3888888888888889
18,4.0,3.6,1.91,1,-0.2777777777777778
18,1.3,5.25,10.0,1,0.6111111111111112
28,6.5,4.0,1.53,-1,-1.0714285714285714
28,2.1,3.25,3.75,0,-0.03571428571428571
28,1.83,3.6,4.33,1,-0.25
28,1.73,3.6,5.0,1,-0.21428571428571427
28,1.73,3.6,5.0,1,-0.07142857142857142
28,3.4,3.3,2.2,1,-0.5
28,1.5,4.0,7.5,0,0.6428571428571429
28,1.91,3.4,4.2,0,0.17857142857142858
18,2.2,3.2,3.6,1,-0.3333333333333333
29,1.36,4.75,9.0,1,0.7931034482758621
29,2.25,3.4,3.2,1,0.13793103448275862
29,1.73,3.6,5.0,1,0.0
29,2.38,3.2,3.1,-1,0.06896551724137931
29,2.6,3.2,2.8,-1,0.06896551724137931
29,2.25,3.3,3.25,1,-0.20689655172413793
29,1.44,4.33,7.5,0,0.6896551724137931
29,2.8,3.2,2.6,1,-0.7241379310344828
29,3.0,3.3,2.38,0,-0.6896551724137931
29,10.0,5.5,1.3,-1,-0.6551724137931034
19,1.53,4.0,6.5,0,0.15789473684210525
30,5.0,3.6,1.73,0,-0.8666666666666667
30,2.2,3.25,3.4,1,-0.06666666666666667
30,2.1,3.3,3.6,1,-0.13333333333333333
30,1.8,3.6,4.5,0,0.0
30,1.83,3.5,4.5,-1,0.13333333333333333
30,1.57,4.0,6.0,0,0.6
30,1.36,4.75,9.0,1,0.6666666666666666
30,2.0,3.25,4.0,1,0.06666666666666667
30,2.63,3.2,2.75,-1,-0.13333333333333333
30,1.62,3.75,6.0,1,0.03333333333333333
31,3.0,3.25,2.4,0,-0.6451612903225806
31,5.5,3.6,1.67,0,-0.6451612903225806
31,3.0,3.3,2.38,1,-0.3870967741935484
31,2.5,3.25,2.88,1,-0.2903225806451613
31,1.95,3.4,4.0,1,0.12903225806451613
31,1.83,3.6,4.33,0,0.22580645161290322
31,4.5,3.6,1.8,-1,-1.0
31,1.25,6.0,11.0,0,0.8387096774193549
31,1.53,4.2,6.0,1,0.06451612903225806
31,1.5,4.0,7.0,1,0.4838709677419355
32,1.44,4.33,7.5,1,0.875
32,2.2,3.2,3.5,-1,0.0625
32,1.73,3.6,5.0,1,0.40625
32,2.6,3.25,2.8,-1,-0.28125
32,2.0,3.3,4.0,0,0.0
32,2.2,3.25,3.4,1,0.25
32,1.2,6.0,17.0,1,0.84375
32,1.83,3.6,4.33,1,-0.15625
32,8.5,5.0,1.36,-1,-0.84375
32,2.6,3.2,2.8,1,-0.34375
33,2.25,3.3,3.25,-1,-0.15151515151515152
33,2.3,3.5,3.0,-1,0.06060606060606061
33,2.25,3.2,3.4,1,-0.09090909090909091
33,5.5,3.6,1.7,-1,-0.6666666666666666
33,1.67,3.75,5.5,1,0.2727272727272727
33,1.73,3.6,5.0,0,0.45454545454545453
33,5.5,3.6,1.67,0,-0.9090909090909091
28,1.2,6.5,15.0,1,0.6071428571428571
28,2.88,3.4,2.4,0,-0.32142857142857145
34,1.44,4.33,7.5,1,0.3235294117647059
34,2.1,3.25,3.75,1,0.11764705882352941
34,1.57,4.0,6.0,0,0.4411764705882353
34,1.8,3.6,4.5,0,-0.029411764705882353
34,2.5,3.25,2.88,0,-0.2647058823529412
34,2.88,3.5,2.38,0,-0.20588235294117646
34,1.2,6.5,15.0,1,0.9411764705882353
34,1.44,4.33,7.5,1,0.6764705882352942
34,4.5,3.8,1.75,1,-0.6176470588235294
34,3.6,3.3,2.1,-1,-0.7058823529411765
33,1.8,3.4,5.0,1,0.18181818181818182
33,1.8,3.5,4.75,1,-0.15151515151515152
35,2.6,3.2,2.8,-1,-0.02857142857142857
35,2.38,3.3,3.0,1,-0.02857142857142857
35,2.63,3.4,2.63,0,-0.22857142857142856
35,1.91,3.5,4.0,1,-0.3142857142857143
35,1.44,4.33,7.5,1,0.34285714285714286
35,2.8,3.25,2.6,0,-0.37142857142857144
35,2.1,3.3,3.6,0,0.14285714285714285
35,1.4,4.5,9.0,1,0.8571428571428571
35,1.44,4.33,7.5,1,0.3142857142857143
35,2.5,3.25,2.88,1,-0.2571428571428571
36,1.3,5.5,10.0,0,0.5555555555555556
36,1.95,3.6,3.8,0,-0.16666666666666666
36,1.8,3.6,4.5,0,0.16666666666666666
36,2.7,3.2,2.7,1,-0.4722222222222222
36,1.91,3.4,4.2,1,0.05555555555555555
36,1.83,3.5,4.5,-1,0.1388888888888889
36,2.38,3.25,3.1,1,0.08333333333333333
36,2.1,3.4,3.5,1,-0.25
36,5.5,3.75,1.67,1,-0.6666666666666666
36,2.88,3.25,2.5,-1,-0.2777777777777778
33,1.91,3.4,4.2,1,0.06060606060606061
37,2.5,3.25,2.88,-1,0.1891891891891892
37,5.0,3.6,1.73,0,-1.0
37,2.63,3.25,2.75,1,-0.21621621621621623
37,2.2,3.4,3.25,1,-0.2702702702702703
37,1.36,5.0,8.5,-1,0.6756756756756757
37,1.73,3.8,4.75,-1,0.05405405405405406
37,2.2,3.25,3.4,-1,-0.16216216216216217
37,2.1,3.4,3.5,1,0.08108108108108109
37,1.25,6.0,11.0,0,0.7027027027027027
37,1.36,4.75,9.0,1,0.5135135135135135
38,1.53,4.0,6.5,1,0.5263157894736842
38,2.75,3.6,2.4,-1,0.18421052631578946
38,5.0,3.75,1.7,-1,-0.5789473684210527
38,3.75,3.6,1.95,0,-0.5
38,2.0,3.5,3.75,0,-0.02631578947368421
38,3.1,3.25,2.38,1,-0.5263157894736842
38,3.2,3.4,2.25,1,-0.34210526315789475
38,2.0,3.5,3.75,-1,-0.2894736842105263
38,1.6,4.0,5.5,1,1.0
38,2.2,3.0,3.75,-1,0.0
