stage,B365H,B365D,B365A,Home/Away win,competence_difference
12,2.3,3.25,3.2,0,0.0
12,6.5,4.2,1.5,-1,-1.0833333333333333
12,2.0,3.4,3.8,1,0.16666666666666666
12,2.5,3.25,2.88,0,-0.08333333333333333
12,1.83,3.5,4.5,-1,0.25
12,1.57,4.0,6.0,1,0.8333333333333334
13,2.1,3.4,3.5,1,-0.15384615384615385
13,1.44,4.2,8.0,0,0.8461538461538461
13,3.1,3.25,2.38,-1,-0.3076923076923077
13,1.22,6.0,15.0,1,0.8461538461538461
13,4.0,3.6,1.91,-1,-1.0769230769230769
13,1.67,3.6,5.5,-1,0.38461538461538464
13,1.83,3.5,4.5,1,0.38461538461538464
13,1.4,4.5,8.5,0,0.3076923076923077
13,2.75,3.2,2.63,0,-0.9230769230769231
13,2.2,3.25,3.4,0,-0.15384615384615385
14,1.3,5.0,12.0,1,1.5714285714285714
14,2.25,3.3,3.25,0,0.07142857142857142
14,3.5,3.4,2.1,-1,0.07142857142857142
14,1.17,7.0,17.0,1,1.3571428571428572
14,2.1,3.4,3.5,1,-0.5
14,5.0,3.6,1.73,-1,-1.0
14,6.0,4.0,1.57,-1,-1.0
14,1.67,3.6,5.5,-1,0.07142857142857142
14,2.4,3.3,3.0,1,0.0
14,3.5,3.4,2.1,1,-0.7857142857142857
15,2.5,3.3,2.88,-1,-0.4666666666666667
15,2.63,3.25,2.75,1,-0.06666666666666667
15,1.53,4.0,6.5,1,0.6666666666666666
15,1.33,5.0,10.0,1,0.4666666666666667
15,1.22,6.0,15.0,1,1.2666666666666666
15,2.4,3.4,2.88,1,-0.6666666666666666
15,1.67,3.8,5.25,-1,0.4
15,3.75,3.5,2.0,1,-1.0666666666666667
15,1.83,3.5,4.5,1,0.06666666666666667
15,2.4,3.3,3.0,1,-0.6666666666666666
16,2.38,3.3,3.0,-1,-0.3125
16,1.62,3.75,6.0,0,-0.1875
16,2.5,3.25,2.88,-1,-0.4375
16,9.0,4.75,1.36,0,-1.1875
16,1.8,3.6,4.5,0,0.5625
16,1.62,3.75,6.0,1,0.375
16,1.36,4.75,9.0,1,1.25
16,7.5,4.33,1.44,-1,-1.25
16,1.73,3.75,4.5,1,0.5625
16,4.2,3.4,1.91,-1,-0.4375
17,2.0,3.5,3.75,0,-0.35294117647058826
17,2.1,3.4,3.5,-1,0.058823529411764705
17,5.0,3.6,1.73,-1,-0.5882352941176471
17,1.57,3.75,6.5,1,-0.058823529411764705
17,5.0,3.6,1.73,-1,-1.2352941176470589
17,1.22,6.0,15.0,1,1.0
17,2.0,3.5,3.75,-1,0.5294117647058824
17,2.5,3.3,2.88,-1,0.11764705882352941
17,7.0,4.0,1.5,0,-0.9411764705882353
17,2.6,3.4,2.7,0,0.29411764705882354
18,7.0,4.5,1.44,0,-1.2777777777777777
18,1.91,3.4,4.2,0,0.2777777777777778
18,2.4,3.25,3.0,0,-0.16666666666666666
18,1.25,5.5,13.0,0,1.1111111111111112
18,1.3,5.0,12.0,0,0.8333333333333334
18,2.5,3.4,2.8,-1,-0.8333333333333334
18,1.14,7.5,21.0,1,1.5555555555555556
18,4.5,3.6,1.8,-1,-0.9444444444444444
18,2.0,3.4,3.8,0,0.1111111111111111
18,1.22,6.0,15.0,0,0.9444444444444444
19,1.53,4.0,6.5,1,0.05263157894736842
19,1.25,5.5,13.0,1,0.8421052631578947
19,2.2,3.25,3.4,0,-0.21052631578947367
19,1.29,5.0,13.0,-1,0.7368421052631579
19,2.6,3.25,2.75,0,0.10526315789473684
19,1.67,3.6,5.5,0,0.5789473684210527
19,5.5,3.6,1.67,0,-1.1578947368421053
19,1.13,8.0,26.0,-1,1.7894736842105263
19,2.6,3.25,2.75,-1,0.05263157894736842
19,6.5,4.0,1.53,1,-1.4210526315789473
20,1.83,3.4,4.75,-1,0.15
20,2.5,3.25,2.88,-1,-0.6
20,6.0,4.0,1.57,-1,-0.85
20,4.0,3.5,1.91,1,-0.8
20,2.1,3.4,3.5,-1,-0.25
20,1.33,5.0,10.0,1,1.0
20,2.63,3.25,2.75,-1,-0.3
20,1.91,3.4,4.2,1,0.55
20,5.0,3.6,1.73,1,-0.75
20,1.5,4.0,7.0,-1,0.55
1,1.53,3.8,7.0,1,0.0
21,2.4,3.25,3.0,0,-0.047619047619047616
21,3.0,3.3,2.38,1,-0.42857142857142855
21,1.4,4.5,8.5,1,0.6190476190476191
21,2.0,3.4,3.8,-1,-0.14285714285714285
21,1.25,5.5,13.0,0,1.3333333333333333
21,1.4,4.33,9.0,0,0.23809523809523808
21,1.14,8.0,17.0,1,1.380952380952381
21,1.73,3.6,5.0,1,0.7619047619047619
21,4.75,3.5,1.8,1,-0.6190476190476191
21,9.0,4.33,1.4,-1,-1.5714285714285714
22,2.5,3.25,2.88,-1,-0.2727272727272727
22,1.91,3.4,4.2,1,-0.09090909090909091
22,1.91,3.4,4.2,-1,0.36363636363636365
22,2.0,3.4,3.8,1,0.09090909090909091
22,5.5,4.0,1.62,0,-0.5454545454545454
22,2.0,3.4,3.8,1,-0.5909090909090909
22,1.53,4.0,6.5,0,0.36363636363636365
22,6.0,3.75,1.62,1,-0.8636363636363636
22,2.8,3.4,2.5,-1,-0.5454545454545454
22,1.91,3.6,4.0,1,0.22727272727272727
23,1.33,5.0,10.0,1,0.9130434782608695
23,4.0,3.25,2.0,0,-0.6521739130434783
23,1.22,6.0,15.0,1,1.3478260869565217
23,5.0,3.8,1.7,-1,-0.7391304347826086
23,4.33,3.5,1.85,1,-1.2173913043478262
23,1.91,3.5,4.2,1,-0.08695652173913043
23,1.8,3.5,4.75,0,0.30434782608695654
23,2.63,3.3,2.7,-1,-0.782608695652174
23,1.83,3.5,4.5,0,0.043478260869565216
23,5.0,3.75,1.7,0,-0.7391304347826086
24,1.91,3.6,4.0,-1,0.125
24,1.3,5.5,10.0,1,1.125
24,2.0,3.5,3.75,1,0.375
24,1.29,5.5,11.0,1,0.7916666666666666
24,2.25,3.25,3.3,-1,0.0
24,2.1,3.3,3.6,-1,-0.041666666666666664
24,3.5,3.4,2.1,0,-0.5833333333333334
24,2.5,3.3,2.88,0,-0.5
24,2.0,3.4,3.8,1,0.4583333333333333
24,2.0,3.4,3.8,0,-0.4583333333333333
25,3.25,3.3,2.25,1,-0.52
25,1.91,3.5,4.0,1,-0.12
25,1.85,3.6,4.33,1,0.64
25,3.5,3.4,2.1,-1,-0.28
25,1.83,3.5,4.5,-1,-0.08
25,1.44,4.33,7.5,1,0.32
25,2.0,3.5,3.75,-1,0.16
25,2.38,3.3,3.0,1,-0.12
25,2.5,3.25,2.88,-1,-0.2
25,5.5,3.6,1.67,-1,-1.16
26,2.75,3.25,2.63,0,-0.34615384615384615
26,1.29,5.5,11.0,1,0.8846153846153846
26,1.17,7.0,17.0,1,1.5
26,1.57,4.0,6.0,0,0.8076923076923077
26,2.63,3.25,2.75,-1,-0.34615384615384615
26,2.4,3.25,3.0,1,-0.15384615384615385
26,2.5,3.4,2.75,1,-0.38461538461538464
26,6.5,4.0,1.53,-1,-0.8846153846153846
26,2.1,3.4,3.5,1,0.0
27,2.5,3.25,2.88,-1,-0.37037037037037035
27,4.2,3.4,1.91,1,-0.5185185185185185
27,2.38,3.4,3.0,0,-0.2962962962962963
27,1.83,3.5,4.5,1,-0.07407407407407407
27,2.0,3.5,3.75,-1,-0.14814814814814814
27,1.13,8.5,21.0,1,1.5925925925925926
27,3.1,3.25,2.38,0,-0.4444444444444444
27,2.88,3.4,2.4,-1,-0.2962962962962963
27,1.57,3.75,6.5,1,0.4074074074074074
27,2.1,3.4,3.5,0,0.37037037037037035
28,1.4,4.5,8.5,1,0.35714285714285715
28,3.8,3.4,2.0,1,-0.2857142857142857
28,2.38,3.3,3.0,-1,0.0
28,2.5,3.25,2.88,1,-0.21428571428571427
28,2.5,3.25,2.88,1,-0.07142857142857142
28,2.88,3.25,2.5,1,-0.6785714285714286
28,1.83,3.6,4.33,0,0.5357142857142857
28,1.29,5.5,11.0,1,1.0357142857142858
28,6.0,3.75,1.62,1,-1.1785714285714286
28,1.44,4.33,7.5,1,0.17857142857142858
26,1.73,3.4,5.5,1,0.23076923076923078
29,1.83,3.5,4.5,-1,0.0
29,2.75,3.3,2.6,0,-0.4827586206896552
29,1.8,3.6,4.5,1,0.27586206896551724
29,9.0,5.0,1.33,-1,-1.5517241379310345
29,2.4,3.4,2.88,1,-0.41379310344827586
29,3.0,3.4,2.3,-1,-0.5172413793103449
29,1.91,3.6,4.0,1,0.5862068965517241
29,5.0,3.6,1.73,1,-0.6896551724137931
29,1.4,4.5,8.5,0,0.5862068965517241
30,6.0,3.75,1.62,0,-1.0666666666666667
30,2.2,3.25,3.4,-1,0.06666666666666667
30,2.0,3.4,3.8,1,0.4
30,1.73,3.75,4.75,1,0.4666666666666667
30,2.4,3.4,2.9,1,-0.06666666666666667
30,1.83,3.6,4.33,0,-0.16666666666666666
30,1.33,5.0,10.0,1,0.7333333333333333
30,1.29,5.5,11.0,-1,0.6666666666666666
30,2.3,3.4,3.1,-1,-0.36666666666666664
30,1.22,6.0,15.0,1,1.1333333333333333
31,2.63,3.25,2.75,1,-0.41935483870967744
31,4.5,3.5,1.83,-1,-0.5483870967741935
31,1.83,3.5,4.5,1,0.12903225806451613
31,1.7,3.75,5.0,1,-0.0967741935483871
31,1.22,6.5,12.0,0,0.967741935483871
31,5.5,4.2,1.57,1,-1.064516129032258
31,2.3,3.4,3.1,-1,-0.22580645161290322
31,2.88,3.4,2.4,1,0.25806451612903225
31,1.4,4.5,8.5,1,0.5161290322580645
31,9.0,4.75,1.36,-1,-1.4516129032258065
32,2.4,3.4,2.88,-1,-0.4375
32,2.6,3.3,2.75,-1,-0.21875
32,1.25,6.0,12.0,1,0.78125
32,1.44,4.33,7.5,0,0.28125
32,3.0,3.3,2.4,0,-0.125
32,1.57,4.0,6.0,1,0.5
32,3.3,3.4,2.2,0,-0.53125
32,1.91,3.6,4.0,1,0.25
32,1.17,7.5,15.0,1,1.5
32,2.4,3.4,2.88,1,-0.40625
33,1.83,3.5,4.5,1,0.06060606060606061
33,3.5,3.4,2.1,0,-0.42424242424242425
33,2.2,3.3,3.4,0,-0.21212121212121213
33,1.53,4.2,6.0,1,0.7272727272727273
33,1.29,5.5,11.0,-1,0.5757575757575758
33,3.5,3.4,2.1,-1,-0.45454545454545453
33,7.0,4.5,1.44,-1,-1.1818181818181819
33,1.25,5.5,13.0,1,0.9696969696969697
33,2.1,3.4,3.5,1,-0.3333333333333333
33,9.0,4.75,1.36,1,-1.5454545454545454
34,6.0,4.2,1.53,-1,-0.9117647058823529
34,1.5,4.2,6.5,0,0.5882352941176471
34,1.91,3.5,4.0,1,0.3235294117647059
34,2.1,3.4,3.5,1,0.23529411764705882
34,1.22,6.5,13.0,1,1.2941176470588236
34,1.25,6.0,12.0,-1,0.9705882352941176
35,4.0,3.6,1.91,1,-0.8857142857142857
35,2.0,3.6,3.6,0,0.2
35,2.3,3.3,3.2,0,-0.22857142857142856
35,2.1,3.4,3.5,1,-0.42857142857142855
35,2.2,3.3,3.4,0,-0.2857142857142857
35,1.67,3.75,5.5,1,0.5428571428571428
35,1.91,3.6,4.0,1,0.34285714285714286
35,12.0,6.5,1.22,-1,-1.542857142857143
35,1.3,5.0,11.0,0,0.9714285714285714
35,1.44,4.33,7.5,-1,0.11428571428571428
29,1.91,3.5,4.0,-1,0.3448275862068966
36,2.8,3.4,2.5,1,-0.8611111111111112
36,2.1,3.4,3.5,0,0.25
36,1.53,4.0,6.5,0,0.5555555555555556
36,1.83,3.5,4.5,1,0.0
36,4.33,3.6,1.83,0,-0.6111111111111112
36,3.8,3.4,2.0,-1,-0.08333333333333333
36,2.0,3.5,3.75,0,0.3055555555555556
36,1.36,5.0,8.0,1,0.8611111111111112
36,1.4,4.5,8.5,1,0.6666666666666666
36,2.1,3.5,3.4,1,-0.08333333333333333
34,2.75,3.25,2.6,0,-0.14705882352941177
34,1.62,4.0,5.5,-1,0.08823529411764706
34,4.0,3.6,1.91,-1,-0.7941176470588235
34,1.5,4.33,6.5,-1,-0.058823529411764705
37,1.22,6.5,12.0,0,0.6216216216216216
37,4.2,3.75,1.83,0,-0.7567567567567568
37,2.0,3.5,3.75,0,-0.32432432432432434
37,1.83,3.6,4.33,1,0.10810810810810811
37,1.17,7.0,17.0,1,1.054054054054054
37,5.0,4.0,1.67,-1,-0.4864864864864865
37,1.83,3.75,4.2,1,-0.2702702702702703
37,5.0,3.75,1.7,0,-0.7567567567567568
37,2.4,3.5,2.88,-1,-0.16216216216216217
37,2.1,3.5,3.4,1,-0.32432432432432434
38,2.2,3.5,3.2,1,-0.3157894736842105
38,1.57,4.0,6.0,1,0.39473684210526316
38,5.0,4.0,1.67,-1,-0.5263157894736842
38,1.4,4.5,8.5,1,0.3684210526315789
38,3.4,3.5,2.1,1,-0.21052631578947367
38,2.38,3.5,2.88,0,0.23684210526315788
38,2.2,3.4,3.25,1,0.15789473684210525
38,1.13,9.0,19.0,1,1.2894736842105263
38,1.3,5.5,10.0,1,0.7894736842105263
38,7.0,4.5,1.44,-1,-1.0789473684210527
